CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
40483597,RICHARD ROGERS THEATRE,Manhattan,226,WEST   46 STREET,10036,2123454624,American,43887,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,11,A,43887,44084,Cycle Inspection / Initial Inspection,40.75904777,-73.98621107,105,3,11900,1024728,1010170048,MN17
41462617,MIKE'S UNICORN DINER,Staten Island,2944,VICTORY BOULEVARD,10314,7184942129,American,43844,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,43844,44084,Cycle Inspection / Initial Inspection,40.60738865,-74.16067459,502,50,27301,5034978,5020720057,SI05
50082192,SUMO SUSHI,Brooklyn,139,HAVEMEYER STREET,11211,7187828400,Japanese,43858,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,13,A,43858,44084,Cycle Inspection / Re-inspection,40.71198715,-73.95728099,301,34,52300,3330369,3024090003,BK73
50071350,NEW GARDEN,Bronx,1535,WESTCHESTER AVENUE,10472,3473488159,Chinese,43899,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,43899,44084,Cycle Inspection / Initial Inspection,40.82864602,-73.8784396,209,18,5400,2025161,2037730003,BX08
41721444,READY TO EAT,Manhattan,525,HUDSON STREET,10014,2122291013,American,43903,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,N,13,A,43903,44084,Cycle Inspection / Initial Inspection,40.73405188,-74.0062532,102,3,7500,1078244,1006310046,MN23
41679646,GREENWICH VILLAGE COMEDY CLUB,Manhattan,99,MACDOUGAL STREET,10012,2127775233,American,43893,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,43893,44084,Cycle Inspection / Initial Inspection,40.72949574,-74.00092006,102,1,6500,1008733,1005420051,MN23
41639035,LONG RIVER CHINESE RESTAURANT,Queens,10106,88 STREET,11416,7188433338,Chinese,43864,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,12,A,43864,44084,Cycle Inspection / Initial Inspection,40.68242335,-73.85192545,409,32,5200,4189008,4090870020,QN53
50078666,DUCK WONG,Brooklyn,2341,86 STREET,11214,7184839687,Chinese,43836,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,43836,44084,Cycle Inspection / Re-inspection,40.5999501,-73.99055089,311,47,29800,3185342,3068580062,BK29
40553443,DISTILLED NYC,Manhattan,211,WEST BROADWAY,10013,2124310700,American,43844,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,43844,44084,Cycle Inspection / Initial Inspection,40.71893369,-74.00652234,101,1,3300,1079278,1001787502,MN24
41424474,JOHN JAY DINING HALL,Manhattan,515,WEST  114 STREET,10027,2128547162,American,43906,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,9,A,43906,44084,Cycle Inspection / Re-inspection,40.80566755,-73.96238248,109,7,20300,1083301,1018860001,MN09
41482120,LOTUS LUCKY EXPRESS,Manhattan,4840,BROADWAY,10034,2125698899,Chinese,43853,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,13,A,43853,44084,Cycle Inspection / Initial Inspection,40.86642303,-73.92471403,112,10,29100,1081913,1022340004,MN01
50081698,1976,Queens,20103,LINDEN BLVD,11412,6465949646,American,43852,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,43852,44084,Cycle Inspection / Initial Inspection,40.69474593,-73.75117368,412,27,53000,4238530,4110730009,QN08
50075759,TACO BELL CANTINA,Brooklyn,491,NOSTRAND AVENUE,11216,7184844279,American,43836,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,11,A,43836,44084,Cycle Inspection / Initial Inspection,40.68055637,-73.94958564,303,36,24900,3053259,3018490056,BK75
50094653,"COMPASS GROUP USA, INC. @ WELLS FARGO",Manhattan,30,HUDSON YARDS,10001,3322040501,American,43882,Violations were cited in the following area(s).,10J,"""""Wash hands” sign not posted at hand wash facility.",N,12,A,43882,44084,Pre-permit (Operational) / Initial Inspection,40.75371004,-73.99977983,104,3,9900,1088961,1007027501,MN13
40388225,HOLLAND BAR,Manhattan,532,9 AVENUE,10018,2125024609,American,43851,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,43851,44084,Cycle Inspection / Initial Inspection,40.75680047,-73.9937988,104,3,11500,1013678,1007630005,MN15
41195691,F & J PINE RESTAURANT,Bronx,1913,BRONXDALE AVENUE,10462,7187925956,Italian,43906,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,43906,44084,Cycle Inspection / Initial Inspection,40.84894409,-73.86206089,211,13,24600,2048074,2042630015,BX49
41558805,BANTER,Brooklyn,132,HAVEMEYER STREET,11211,7185995200,American,43879,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,43879,44084,Cycle Inspection / Initial Inspection,40.71214083,-73.95720515,301,34,52300,3063005,3024087504,BK73
50089472,CHINA KING 1 RESTAURANT,Brooklyn,2683,PITKIN AVENUE,11208,7182777113,Chinese,43859,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13,A,43859,44084,Cycle Inspection / Re-inspection,40.67524091,-73.87305304,305,42,119600,3094681,3042120040,BK82
50001526,EVERYDAY CHINESE RESTAURANT,Brooklyn,890,WYCKOFF AVENUE,11237,7183818899,Chinese,43886,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,10,A,43886,44084,Cycle Inspection / Re-inspection,40.697097,-73.90675906,304,37,43900,3393933,3033930052,BK77
50009477,ANEJO TRIBECA,Manhattan,31,WALKER STREET,10013,2129206270,Mexican,43906,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,43906,44084,Cycle Inspection / Initial Inspection,40.71929886,-74.00404041,101,1,3300,1079007,1001930025,MN24
40602670,SOBA-YA,Manhattan,229,EAST    9 STREET,10003,2125336966,Japanese,43846,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,12,A,43846,44084,Cycle Inspection / Re-inspection,40.72962414,-73.98825574,103,2,4000,1006803,1004650059,MN22
50092997,ESCA,Manhattan,402,WEST   43 STREET,10036,2125647272,Italian,43894,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,9,A,43894,44084,Pre-permit (Operational) / Re-inspection,40.75935853,-73.99278785,104,3,12100,1083745,1010520001,MN15
50079432,DON RAMON RESTAURANT,Manhattan,973,COLUMBUS AVENUE,10025,6468500019,Spanish,43866,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,10,A,43866,44084,Cycle Inspection / Re-inspection,40.80034263,-73.96204598,107,7,19300,1055705,1018430062,MN09
50093195,O'SAKE ROCKAWAY JAPANESE RESTAURANT,Queens,263,BEACH  116 STREET,11694,7189458888,Japanese,43888,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,12,A,43888,44084,Pre-permit (Operational) / Re-inspection,40.58064934,-73.83770159,414,32,93402,4442340,4162120012,QN10
41627133,CHINA WOK,Bronx,3431,BOSTON ROAD,10469,7186527931,Chinese,43871,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,43871,44084,Cycle Inspection / Initial Inspection,40.87602428,-73.84946042,212,12,38600,2059979,2047130040,BX03
50004299,EMMETTS,Manhattan,50,MACDOUGAL STREET,10012,9176393571,American,43860,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,10,A,43860,44084,Cycle Inspection / Initial Inspection,40.72735479,-74.00270235,102,3,4900,1008064,1005180007,MN24
50099834,NORDSTROM SHOE BAR,Manhattan,225,WEST   57 STREET,10019,2063734068,American,43887,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,43887,44084,Pre-permit (Operational) / Initial Inspection,40.76606542,-73.98131799,105,4,13700,1000000,1010290014,MN17
50004347,KFC,Brooklyn,9201,5 AVENUE,11209,8776944474,American,43860,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13,A,43860,44084,Cycle Inspection / Initial Inspection,40.61767801,-74.02947152,310,43,16000,3155326,3061090023,BK31
41576850,WEST END BAR & GRILL,Manhattan,813,8 AVENUE,10019,2127078986,American,43839,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,A,43839,44084,Cycle Inspection / Initial Inspection,40.76156202,-73.98664011,104,3,12700,1025144,1010390032,MN15
50015344,ROOM SERVICE,Manhattan,690,9 AVENUE,10036,2125820999,Thai,43853,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13,A,43853,44084,Cycle Inspection / Initial Inspection,40.76191095,-73.9900802,104,3,12700,1025085,1010380004,MN15
40388270,T.G.I. FRIDAY'S,Manhattan,604,5 AVENUE,10020,2127678335,American,43874,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,13,A,43874,44084,Cycle Inspection / Initial Inspection,40.75766859,-73.97784071,105,4,9600,1034507,1012640038,MN17
41636384,BELL DINER,Queens,21525,73 AVENUE,11364,7182790333,American,43860,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,12,A,43860,44084,Cycle Inspection / Re-inspection,40.74062503,-73.75894438,411,23,136700,4163155,4076380001,QN42
